overflow_key,company_slug,offline_start_utc,offline_end_utc,offline_end_source,first_observed_utc,last_observed_utc,source
thames:TWL00000,thames,2022-04-01T00:00:00Z,2025-03-09T06:58:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00000,thames,2025-07-03T07:06:00Z,2025-08-14T12:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00000,thames,2025-10-10T14:14:00Z,2025-10-22T00:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00001,thames,2023-10-29T09:00:00Z,2023-11-08T09:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00002,thames,2022-12-12T18:15:00Z,2022-12-14T09:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2022-04-01T00:00:00Z,2022-04-29T06:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2022-10-06T13:00:00Z,2023-11-21T10:48:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2024-05-02T08:14:00Z,2024-05-13T11:20:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2024-05-13T15:00:00Z,2024-05-14T07:20:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2025-03-27T11:28:00Z,2025-03-27T16:48:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2025-07-28T07:18:00Z,2025-07-28T14:28:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2026-02-19T08:04:00Z,2026-02-19T15:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2026-02-27T08:08:00Z,2026-03-02T12:08:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2026-05-08T09:26:00Z,2026-05-08T10:06:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2026-06-10T09:54:00Z,2026-06-10T11:42:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2026-07-07T08:16:00Z,2026-07-10T08:54:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2026-07-13T15:46:00Z,2026-07-13T17:18:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00003,thames,2026-08-21T12:14:00Z,2026-08-21T13:48:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00004,thames,2022-11-28T19:20:00Z,2022-12-09T19:54:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00004,thames,2025-03-24T16:56:00Z,2025-03-27T08:20:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00004,thames,2025-05-27T07:24:00Z,2025-06-04T11:16:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2022-07-19T11:06:00Z,2022-11-25T13:04:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2023-12-26T03:00:00Z,2024-01-02T10:50:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2024-05-07T03:00:00Z,2024-05-14T07:40:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2025-03-27T11:30:00Z,2025-03-27T16:48:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2025-07-25T07:16:00Z,2025-07-25T14:36:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2025-10-15T07:34:00Z,2025-10-15T13:18:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2025-10-16T08:04:00Z,2025-10-16T16:08:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2025-11-11T09:46:00Z,2025-11-11T16:54:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2025-11-27T10:40:00Z,2025-11-28T08:16:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00005,thames,2026-04-28T08:36:00Z,2026-04-28T15:54:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00007,thames,2024-01-18T13:00:00Z,2024-02-02T13:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00008,thames,2026-06-30T10:45:00Z,2026-06-30T11:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00009,thames,2022-04-01T00:00:00Z,2023-11-23T13:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00009,thames,2024-07-04T05:00:00Z,2024-07-09T15:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00009,thames,2024-08-12T16:30:00Z,2024-08-23T16:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00009,thames,2024-09-23T06:00:00Z,2024-10-04T09:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00009,thames,2025-09-23T07:00:00Z,2025-10-22T13:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00010,thames,2024-01-18T09:15:00Z,2024-01-23T07:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00010,thames,2025-02-15T02:00:00Z,2025-02-17T11:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00012,thames,2024-05-21T20:00:00Z,2024-05-29T08:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00015,thames,2023-09-02T02:00:00Z,2023-09-14T07:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00015,thames,2024-05-28T02:00:00Z,2024-05-31T08:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00015,thames,2024-06-01T02:00:00Z,2024-06-03T08:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00015,thames,2024-06-10T02:00:00Z,2024-06-14T09:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00015,thames,2025-12-03T10:00:00Z,2025-12-22T11:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00016,thames,2023-02-22T17:45:00Z,2023-03-06T16:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00016,thames,2023-12-02T14:45:00Z,2023-12-21T11:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00018,thames,2023-06-18T06:00:00Z,2023-07-12T07:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00018,thames,2024-06-19T06:00:00Z,2024-06-24T07:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00018,thames,2024-10-21T13:30:00Z,2024-10-25T08:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00018,thames,2025-01-03T15:30:00Z,2025-01-08T10:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00021,thames,2023-10-12T01:00:00Z,2024-02-01T15:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00021,thames,2025-11-03T22:00:00Z,2025-11-11T08:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00021,thames,2026-08-10T01:00:00Z,2026-08-18T07:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00021,thames,2026-09-15T02:00:00Z,,,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00026,thames,2024-10-17T06:00:00Z,2024-11-04T08:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00027,thames,2023-08-10T14:45:00Z,2023-08-30T07:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00029,thames,2022-08-23T15:04:00Z,2022-11-28T19:48:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00030,thames,2023-02-02T16:15:00Z,2023-02-07T18:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00030,thames,2023-02-28T07:45:00Z,2023-03-06T16:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00031,thames,2023-02-18T18:30:00Z,2023-03-06T16:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2022-04-01T00:00:00Z,2024-09-10T15:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-03-27T10:28:00Z,2025-03-27T16:48:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-04-02T07:02:00Z,2025-04-02T13:52:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-05-14T04:50:00Z,2025-05-14T12:12:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-06-04T08:06:00Z,2025-06-04T16:42:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-06-11T06:22:00Z,2025-06-11T16:14:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-06-18T07:48:00Z,2025-06-18T16:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-06-25T06:14:00Z,2025-06-25T14:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-07-02T08:34:00Z,2025-07-02T14:50:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-07-09T08:30:00Z,2025-07-09T12:12:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-07-10T08:20:00Z,2025-07-10T14:40:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-07-16T08:40:00Z,2025-07-16T15:16:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-07-17T06:10:00Z,2025-07-17T15:46:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-07-21T08:24:00Z,2025-07-21T17:06:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-07-22T07:12:00Z,2025-07-31T18:16:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-08-06T08:22:00Z,2025-08-06T08:58:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-08-07T07:36:00Z,2025-08-07T10:06:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-08-13T08:12:00Z,2025-08-13T14:34:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-08-19T12:36:00Z,2025-08-19T15:34:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-08-28T08:48:00Z,2025-08-28T10:06:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-09-03T08:38:00Z,2025-09-03T16:36:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-09-04T04:06:00Z,2025-09-04T04:54:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-09-17T08:00:00Z,2025-09-17T15:36:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-09-22T03:38:00Z,2025-09-22T07:48:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-10-15T07:36:00Z,2025-10-15T13:18:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-10-16T08:06:00Z,2025-10-16T16:08:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-10-29T08:30:00Z,2025-10-29T17:34:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-11-05T07:30:00Z,2025-11-05T12:06:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-11-11T09:48:00Z,2025-11-11T16:54:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-11-18T09:32:00Z,2025-11-18T15:20:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-11-26T09:42:00Z,2025-11-26T17:12:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-11-27T10:42:00Z,2025-11-28T08:16:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-12-03T08:40:00Z,2025-12-03T14:20:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-12-10T08:18:00Z,2025-12-10T15:28:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-12-17T09:08:00Z,2025-12-17T14:24:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2025-12-18T07:54:00Z,2025-12-18T17:54:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-01-22T09:02:00Z,2026-01-22T12:58:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-01-29T09:22:00Z,2026-01-29T16:46:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-02-19T08:38:00Z,2026-02-19T16:40:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-02-25T09:18:00Z,2026-02-25T13:58:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-03-18T08:22:00Z,2026-03-18T11:32:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-04-28T08:40:00Z,2026-04-28T15:54:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-05-05T07:08:00Z,2026-05-05T14:36:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-05-12T09:58:00Z,2026-05-12T15:12:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-05-13T03:06:00Z,2026-05-13T06:26:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-05-15T09:02:00Z,2026-05-15T13:08:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-05-26T03:12:00Z,2026-05-26T08:28:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-05-27T06:30:00Z,2026-05-27T16:08:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-05-28T06:24:00Z,2026-05-28T15:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-05-29T08:36:00Z,2026-05-29T12:10:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-06-01T06:42:00Z,2026-06-02T04:26:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-06-05T09:06:00Z,2026-06-05T13:32:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-06-09T09:22:00Z,2026-06-09T11:42:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-06-10T07:18:00Z,2026-06-10T14:48:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-06-19T07:06:00Z,2026-06-19T14:16:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-07-01T02:42:00Z,2026-07-01T06:24:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-07-15T07:48:00Z,2026-07-15T11:26:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-07-23T10:06:00Z,2026-07-23T15:18:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-07-29T07:58:00Z,2026-07-29T14:22:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-07-30T07:00:00Z,2026-07-30T15:36:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-08-03T08:52:00Z,2026-08-03T11:28:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-08-18T07:18:00Z,2026-08-18T08:40:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-08-19T07:44:00Z,2026-08-19T10:38:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-08-21T07:22:00Z,2026-08-21T13:38:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-08-31T10:44:00Z,2026-08-31T15:36:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-09-09T07:40:00Z,2026-09-09T13:42:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00032,thames,2026-09-10T03:16:00Z,2026-09-10T12:40:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00033,thames,2025-05-19T04:00:00Z,2025-05-23T09:22:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00034,thames,2022-09-21T14:26:00Z,2023-01-10T13:44:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00034,thames,2025-08-10T17:00:00Z,2025-08-27T08:26:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00035,thames,2022-04-01T00:00:00Z,2024-05-15T12:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00035,thames,2024-05-15T18:30:00Z,2024-06-04T10:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00035,thames,2025-12-11T11:30:00Z,2025-12-12T10:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00038,thames,2022-08-01T08:00:00Z,2022-11-15T08:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00038,thames,2023-07-31T08:30:00Z,2023-08-10T10:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00038,thames,2023-08-18T08:15:00Z,2023-09-13T08:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00038,thames,2023-10-05T07:15:00Z,2023-10-18T08:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00040,thames,2022-04-01T00:00:00Z,2026-01-30T06:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00040,thames,2026-02-04T10:20:00Z,2026-02-04T10:22:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00043,thames,2022-09-15T08:00:00Z,2022-11-15T08:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00043,thames,2025-10-04T08:00:00Z,2025-10-07T07:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00043,thames,2025-10-07T08:00:00Z,2025-10-13T11:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00044,thames,2024-11-01T10:00:00Z,2024-11-16T17:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00045,thames,2026-03-24T09:15:00Z,2026-04-08T08:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00047,thames,2022-04-01T00:00:00Z,2022-04-04T12:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00049,thames,2022-04-01T00:00:00Z,2022-06-06T12:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00049,thames,2022-06-14T18:15:00Z,2022-07-03T23:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00049,thames,2023-02-10T09:00:00Z,2023-02-23T09:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00049,thames,2023-06-03T00:00:00Z,2023-06-27T11:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00049,thames,2023-11-25T03:00:00Z,2023-12-04T09:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00049,thames,2023-12-08T13:45:00Z,2023-12-14T09:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00050,thames,2022-04-01T00:00:00Z,2022-07-16T14:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00050,thames,2022-09-14T17:45:00Z,2022-09-18T22:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00050,thames,2023-02-01T23:45:00Z,2023-02-07T14:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00050,thames,2023-02-07T16:45:00Z,2023-04-26T12:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00050,thames,2024-09-14T04:00:00Z,2024-10-16T07:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00050,thames,2025-08-11T12:30:00Z,2025-08-21T07:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00050,thames,2026-06-15T05:00:00Z,2026-06-24T11:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00051,thames,2025-09-19T13:15:00Z,2025-10-03T07:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00053,thames,2022-06-01T13:00:00Z,2022-06-03T16:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00053,thames,2022-06-03T18:30:00Z,2022-06-10T09:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00053,thames,2024-01-25T04:00:00Z,2024-02-01T15:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00053,thames,2024-11-19T23:00:00Z,2024-12-09T08:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00053,thames,2025-01-06T04:00:00Z,2025-01-13T16:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00053,thames,2025-02-07T23:00:00Z,2025-02-14T09:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00053,thames,2025-10-15T23:00:00Z,2025-10-23T07:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00054,thames,2022-11-10T07:45:00Z,2022-11-11T08:30:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00054,thames,2025-01-13T12:45:00Z,2025-02-05T10:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00057,thames,2024-05-08T12:30:00Z,2024-05-13T07:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00059,thames,2023-04-03T05:30:00Z,2023-04-19T15:15:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00060,thames,2022-04-01T00:00:00Z,2024-12-31T23:45:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
thames:TWL00060,thames,2026-02-08T11:00:00Z,2026-02-16T08:00:00Z,feed,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,thames_api
