event_id,overflow_key,company_slug,start_utc,end_utc,duration_min,source,first_observed_utc,last_observed_utc,end_observed
thames:TWL00117:1789715700000,thames:TWL00117,thames,2026-09-18T07:15:00Z,2026-09-18T07:45:00Z,30,thames_api,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,true
thames:TWL00237:1789844280000,thames:TWL00237,thames,2026-09-19T18:58:00Z,2026-09-19T19:10:00Z,12,thames_api,2026-09-19T20:01:39Z,2026-09-19T20:01:39Z,true
