overflow_key,company_slug,offline_start_utc,offline_end_utc,first_observed_utc,last_observed_utc
thames:TWL00150,thames,2023-10-23T00:45:00Z,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
