overflow_key,company_slug,offline_start_utc,offline_end_utc,first_observed_utc,last_observed_utc
united-utilities:UUP00168,united-utilities,2025-05-01T10:21:32Z,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
