overflow_key,company_slug,offline_start_utc,offline_end_utc,offline_end_source,first_observed_utc,last_observed_utc
anglian:AWS01477,anglian,2024-06-28T18:49:12Z,2024-06-28T18:49:12Z,feed,2026-09-19T01:21:43Z,2026-09-19T01:31:53Z
