overflow_key,company_slug,offline_start_utc,offline_end_utc,offline_end_source,first_observed_utc,last_observed_utc
anglian:AWS00411,anglian,2025-07-19T14:50:04Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS00820,anglian,2025-07-21T10:15:18Z,2025-07-21T10:15:18Z,feed,2026-09-25T17:10:24Z,2026-09-25T17:30:27Z
anglian:AWS00925,anglian,2025-07-21T09:00:23Z,2025-07-21T09:00:23Z,feed,2026-09-22T08:30:30Z,2026-09-22T08:50:24Z
anglian:AWS00941,anglian,2025-07-06T11:01:30Z,2025-07-06T11:01:30Z,feed,2026-09-22T08:30:30Z,2026-09-22T08:50:24Z
