overflow_key,company_slug,offline_start_utc,offline_end_utc,offline_end_source,first_observed_utc,last_observed_utc
anglian:AWS00401,anglian,2024-08-21T12:03:50Z,,,2026-09-24T21:30:26Z,2026-09-24T21:30:26Z
