overflow_key,company_slug,offline_start_utc,offline_end_utc,offline_end_source,first_observed_utc,last_observed_utc
anglian:AWS00643,anglian,2026-01-30T22:01:23Z,2026-01-30T22:01:23Z,feed,2026-09-19T13:30:17Z,2026-09-19T14:10:57Z
anglian:AWS00643,anglian,2026-01-30T22:01:23Z,,,2026-09-21T15:50:25Z,2026-09-21T15:50:25Z
anglian:AWS01448,anglian,2026-01-16T02:00:46Z,2026-01-16T02:00:46Z,feed,2026-09-18T22:43:41Z,2026-09-18T22:53:52Z
anglian:AWS01448,anglian,2026-01-16T02:00:46Z,2026-01-16T02:00:46Z,feed,2026-09-20T18:15:51Z,2026-09-20T18:36:10Z
