overflow_key,company_slug,offline_start_utc,offline_end_utc,first_observed_utc,last_observed_utc
united-utilities:UUP01258,united-utilities,2025-01-15T09:55:35Z,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
