overflow_key,company_slug,offline_start_utc,offline_end_utc,offline_end_source,first_observed_utc,last_observed_utc
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-21T23:20:22Z,2026-09-21T23:30:28Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-22T01:20:24Z,2026-09-22T01:30:32Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-22T03:20:25Z,2026-09-22T03:30:23Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-22T05:20:27Z,2026-09-22T05:30:29Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-22T09:20:27Z,2026-09-22T09:40:22Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-22T14:20:21Z,2026-09-22T14:30:31Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-22T20:20:20Z,2026-09-22T20:30:28Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-22T22:20:20Z,2026-09-22T22:30:59Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-23T00:20:21Z,2026-09-23T00:30:23Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-23T19:10:26Z,2026-09-23T19:40:25Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-23T21:20:24Z,2026-09-23T21:30:29Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-23T23:20:23Z,2026-09-24T00:40:23Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-24T05:20:25Z,2026-09-24T06:00:29Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-24T09:20:23Z,2026-09-24T09:50:29Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-24T11:20:29Z,2026-09-24T11:30:25Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-24T13:20:22Z,2026-09-24T13:40:26Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-24T15:20:31Z,2026-09-24T15:40:26Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-24T19:20:26Z,2026-09-24T19:30:25Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-24T21:20:25Z,2026-09-24T21:30:26Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-24T23:20:25Z,2026-09-25T00:20:28Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-25T01:20:23Z,2026-09-25T02:40:29Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-25T04:20:31Z,2026-09-25T04:30:25Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-25T06:20:27Z,2026-09-25T07:30:22Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-25T12:20:24Z,2026-09-25T12:30:26Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-25T16:10:24Z,2026-09-25T16:30:32Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-25T20:10:25Z,2026-09-25T20:30:29Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,2025-11-15T11:36:02Z,feed,2026-09-25T22:20:21Z,2026-09-25T22:30:29Z
anglian:AWS01328,anglian,2025-11-15T11:36:02Z,,,2026-09-26T00:20:26Z,2026-09-26T00:20:26Z
anglian:AWS01445,anglian,2025-11-14T19:31:16Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
