overflow_key,company_slug,offline_start_utc,offline_end_utc,first_observed_utc,last_observed_utc
anglian:AWS00692,anglian,2024-02-19T14:44:29Z,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
