overflow_key,company_slug,offline_start_utc,offline_end_utc,offline_end_source,first_observed_utc,last_observed_utc
anglian:AWS01555,anglian,2025-08-31T23:05:52Z,2025-08-31T23:05:52Z,feed,2026-09-19T05:09:50Z,2026-09-19T05:20:03Z
anglian:AWS01555,anglian,2025-08-31T23:05:52Z,2025-08-31T23:05:52Z,feed,2026-09-22T03:40:29Z,2026-09-24T20:20:25Z
