event_id,overflow_key,company_slug,start_utc,end_utc,duration_min,source,first_observed_utc,last_observed_utc,end_observed
anglian:AWS00576:1702171540000,anglian:AWS00576,anglian,2023-12-10T01:25:40Z,2024-01-10T14:47:00Z,45441,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
anglian:AWS01058:1702172974000,anglian:AWS01058,anglian,2023-12-10T01:49:34Z,2024-01-10T14:47:00Z,45417,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00535:1702459330000,northumbrian:NWL00535,northumbrian,2023-12-13T09:22:10Z,2023-12-13T09:29:59Z,8,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00561:1702281262000,northumbrian:NWL00561,northumbrian,2023-12-11T07:54:22Z,2023-12-11T07:59:59Z,6,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00760:1703211299000,northumbrian:NWL00760,northumbrian,2023-12-22T02:14:59Z,2023-12-22T02:29:59Z,15,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL01360:1701687033000,northumbrian:NWL01360,northumbrian,2023-12-04T10:50:33Z,2023-12-04T10:59:59Z,9,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
south-west:SBB00751:1702907160200,south-west:SBB00751,south-west,2023-12-18T13:46:00Z,2023-12-18T13:49:40Z,4,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
thames:TWL00258:1702292400000,thames:TWL00258,thames,2023-12-11T11:00:00Z,2023-12-11T11:30:00Z,30,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
yorkshire:YWS00126:1702295101000,yorkshire:YWS00126,yorkshire,2023-12-11T11:45:01Z,2023-12-11T11:51:00Z,6,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
yorkshire:YWS01691:1703051872000,yorkshire:YWS01691,yorkshire,2023-12-20T05:57:52Z,2023-12-20T06:10:48Z,13,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
