event_id,overflow_key,company_slug,start_utc,end_utc,duration_min,source,first_observed_utc,last_observed_utc,end_observed
anglian:AWS00379:1758724380000,anglian:AWS00379,anglian,2025-09-24T14:33:00Z,2025-09-24T15:50:59Z,78,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
anglian:AWS00956:1756989653000,anglian:AWS00956,anglian,2025-09-04T12:40:53Z,2025-09-04T12:42:44Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
anglian:AWS01189:1759234473000,anglian:AWS01189,anglian,2025-09-30T12:14:33Z,2025-09-30T12:19:09Z,5,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
anglian:AWS01498:1758540971000,anglian:AWS01498,anglian,2025-09-22T11:36:11Z,2025-09-22T11:36:11Z,0,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00076:1758401639000,northumbrian:NWL00076,northumbrian,2025-09-20T20:53:59Z,2025-09-20T20:55:59Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00187:1758414239000,northumbrian:NWL00187,northumbrian,2025-09-21T00:23:59Z,2025-09-21T00:33:59Z,10,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00319:1758379799000,northumbrian:NWL00319,northumbrian,2025-09-20T14:49:59Z,2025-09-20T14:51:59Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00396:1758796679000,northumbrian:NWL00396,northumbrian,2025-09-25T10:37:59Z,2025-09-25T10:51:59Z,14,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00433:1758075360000,northumbrian:NWL00433,northumbrian,2025-09-17T02:16:00Z,2025-09-17T02:18:00Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00471:1757682436000,northumbrian:NWL00471,northumbrian,2025-09-12T13:07:16Z,2025-09-12T13:07:59Z,1,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00684:1757894519000,northumbrian:NWL00684,northumbrian,2025-09-15T00:01:59Z,2025-09-15T00:03:59Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00830:1758387810000,northumbrian:NWL00830,northumbrian,2025-09-20T17:03:30Z,2025-09-20T17:16:30Z,13,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00964:1757497920000,northumbrian:NWL00964,northumbrian,2025-09-10T09:52:00Z,2025-09-10T09:52:48Z,1,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL01297:1757039160000,northumbrian:NWL01297,northumbrian,2025-09-05T02:26:00Z,2025-09-05T03:17:59Z,52,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL01404:1757917079000,northumbrian:NWL01404,northumbrian,2025-09-15T06:17:59Z,2025-09-15T06:23:59Z,6,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00104:1756901578000,severn-trent:SVT00104,severn-trent,2025-09-03T12:12:58Z,2025-09-03T12:19:52Z,7,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00223:1758395819000,severn-trent:SVT00223,severn-trent,2025-09-20T19:16:59Z,2025-09-20T19:32:49Z,16,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00319:1757874671000,severn-trent:SVT00319,severn-trent,2025-09-14T18:31:11Z,2025-09-14T18:34:32Z,3,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00368:1757373583000,severn-trent:SVT00368,severn-trent,2025-09-08T23:19:43Z,2025-09-08T23:22:17Z,3,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00522:1758397451000,severn-trent:SVT00522,severn-trent,2025-09-20T19:44:11Z,2025-09-20T20:26:13Z,42,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00693:1758414309000,severn-trent:SVT00693,severn-trent,2025-09-21T00:25:09Z,2025-09-21T07:35:00Z,430,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00839:1756982854000,severn-trent:SVT00839,severn-trent,2025-09-04T10:47:34Z,2025-09-04T11:17:56Z,30,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00901:1756903635000,severn-trent:SVT00901,severn-trent,2025-09-03T12:47:15Z,2025-09-03T12:50:41Z,3,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01005:1757358900000,severn-trent:SVT01005,severn-trent,2025-09-08T19:15:00Z,2025-09-08T19:32:04Z,17,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01126:1756905051000,severn-trent:SVT01126,severn-trent,2025-09-03T13:10:51Z,2025-09-03T13:24:25Z,14,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01245:1758394902000,severn-trent:SVT01245,severn-trent,2025-09-20T19:01:42Z,2025-09-20T19:14:25Z,13,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01449:1756907854000,severn-trent:SVT01449,severn-trent,2025-09-03T13:57:34Z,2025-09-03T14:00:00Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01549:1756984364000,severn-trent:SVT01549,severn-trent,2025-09-04T11:12:44Z,2025-09-04T11:15:00Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01671:1757116366000,severn-trent:SVT01671,severn-trent,2025-09-05T23:52:46Z,2025-09-06T00:05:00Z,12,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01815:1756921910000,severn-trent:SVT01815,severn-trent,2025-09-03T17:51:50Z,2025-09-03T18:05:00Z,13,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01941:1757966859000,severn-trent:SVT01941,severn-trent,2025-09-15T20:07:39Z,2025-09-15T20:10:28Z,3,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01965:1758401047000,severn-trent:SVT01965,severn-trent,2025-09-20T20:44:07Z,2025-09-20T20:45:34Z,1,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01971:1756991405000,severn-trent:SVT01971,severn-trent,2025-09-04T13:10:05Z,2025-09-04T14:05:36Z,56,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02143:1756979906000,severn-trent:SVT02143,severn-trent,2025-09-04T09:58:26Z,2025-09-04T10:19:44Z,21,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02157:1758394513000,severn-trent:SVT02157,severn-trent,2025-09-20T18:55:13Z,2025-09-20T19:02:39Z,7,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02356:1757505645000,severn-trent:SVT02356,severn-trent,2025-09-10T12:00:45Z,2025-09-11T03:10:00Z,909,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02379:1758392736000,severn-trent:SVT02379,severn-trent,2025-09-20T18:25:36Z,2025-09-20T18:33:54Z,8,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02419:1756903130000,severn-trent:SVT02419,severn-trent,2025-09-03T12:38:50Z,2025-09-03T12:49:55Z,11,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02479:1756904245000,severn-trent:SVT02479,severn-trent,2025-09-03T12:57:25Z,2025-09-03T13:03:53Z,6,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02594:1756903539000,severn-trent:SVT02594,severn-trent,2025-09-03T12:45:39Z,2025-09-03T13:04:59Z,19,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
south-west:SBB00039:1757433500000,south-west:SBB00039,south-west,2025-09-09T15:58:20Z,2025-09-09T16:47:21Z,49,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
south-west:SBB00314:1756860105000,south-west:SBB00314,south-west,2025-09-03T00:41:45Z,2025-09-03T00:51:18Z,10,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
south-west:SBB00360:1758101184000,south-west:SBB00360,south-west,2025-09-17T09:26:24Z,2025-09-17T09:27:34Z,1,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
south-west:SBB00422:1756954151000,south-west:SBB00422,south-west,2025-09-04T02:49:11Z,2025-09-04T02:50:14Z,1,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
south-west:SBB00799:1757446414000,south-west:SBB00799,south-west,2025-09-09T19:33:34Z,2025-09-09T19:47:52Z,14,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
south-west:SBB00906:1757268211000,south-west:SBB00906,south-west,2025-09-07T18:03:31Z,2025-09-07T18:07:31Z,4,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
southern:SWS00132:1756875298000,southern:SWS00132,southern,2025-09-03T04:54:58Z,2025-09-03T05:52:07Z,57,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
southern:SWS00404:1756902312000,southern:SWS00404,southern,2025-09-03T12:25:12Z,2025-09-03T13:23:25Z,58,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
southern:SWS00468:1757863072000,southern:SWS00468,southern,2025-09-14T15:17:52Z,2025-09-15T03:00:22Z,703,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
southern:SWS00635:1758229320000,southern:SWS00635,southern,2025-09-18T21:02:00Z,2025-09-18T21:08:00Z,6,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
southern:SWS00720:1756899314000,southern:SWS00720,southern,2025-09-03T11:35:14Z,2025-09-03T11:37:42Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
southern:SWS00829:1756961611000,southern:SWS00829,southern,2025-09-04T04:53:31Z,2025-09-04T05:07:37Z,14,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
southern:SWS00905:1756901640000,southern:SWS00905,southern,2025-09-03T12:14:00Z,2025-09-03T12:32:00Z,18,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
