event_id,overflow_key,company_slug,start_utc,end_utc,duration_min,source,first_observed_utc,last_observed_utc,end_observed
anglian:AWS00419:1738153552000,anglian:AWS00419,anglian,2025-01-29T12:25:52Z,2025-01-29T12:25:58Z,0,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
anglian:AWS00641:1736192837000,anglian:AWS00641,anglian,2025-01-06T19:47:17Z,2025-01-06T20:18:05Z,31,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL00563:1736139600000,northumbrian:NWL00563,northumbrian,2025-01-06T05:00:00Z,2025-01-06T10:29:59Z,330,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL01393:1736094599000,northumbrian:NWL01393,northumbrian,2025-01-05T16:29:59Z,2025-01-06T21:14:59Z,1725,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
northumbrian:NWL01562:1735694099000,northumbrian:NWL01562,northumbrian,2025-01-01T01:14:59Z,2025-01-01T01:29:59Z,15,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00059:1736130300000,severn-trent:SVT00059,severn-trent,2025-01-06T02:25:00Z,2025-01-06T05:20:00Z,175,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00252:1736146854000,severn-trent:SVT00252,severn-trent,2025-01-06T07:00:54Z,2025-01-06T09:22:54Z,142,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00294:1735715481000,severn-trent:SVT00294,severn-trent,2025-01-01T07:11:21Z,2025-01-01T07:19:39Z,8,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00420:1736137753000,severn-trent:SVT00420,severn-trent,2025-01-06T04:29:13Z,2025-01-06T04:30:48Z,2,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT00699:1736130600000,severn-trent:SVT00699,severn-trent,2025-01-06T02:30:00Z,2025-01-06T03:20:00Z,50,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01075:1736146200000,severn-trent:SVT01075,severn-trent,2025-01-06T06:50:00Z,2025-01-06T10:56:07Z,246,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01098:1736137055000,severn-trent:SVT01098,severn-trent,2025-01-06T04:17:35Z,2025-01-06T05:09:40Z,52,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01195:1736134809000,severn-trent:SVT01195,severn-trent,2025-01-06T03:40:09Z,2025-01-07T03:05:00Z,1405,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01444:1736150568000,severn-trent:SVT01444,severn-trent,2025-01-06T08:02:48Z,2025-01-06T20:25:44Z,743,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01547:1736166537000,severn-trent:SVT01547,severn-trent,2025-01-06T12:28:57Z,2025-01-08T22:56:46Z,3508,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01726:1736136701000,severn-trent:SVT01726,severn-trent,2025-01-06T04:11:41Z,2025-01-06T06:51:57Z,160,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT01957:1736144186000,severn-trent:SVT01957,severn-trent,2025-01-06T06:16:26Z,2025-01-06T08:20:00Z,124,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02182:1736129212000,severn-trent:SVT02182,severn-trent,2025-01-06T02:06:52Z,2025-01-06T02:44:00Z,37,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02197:1738292338000,severn-trent:SVT02197,severn-trent,2025-01-31T02:58:58Z,2025-01-31T03:05:00Z,6,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02291:1736129058000,severn-trent:SVT02291,severn-trent,2025-01-06T02:04:18Z,2025-01-06T04:19:37Z,135,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
severn-trent:SVT02308:1736173862000,severn-trent:SVT02308,severn-trent,2025-01-06T14:31:02Z,2025-01-06T15:09:23Z,38,hub,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z,true
